topic_id,openalex_id,display_name,description,keywords,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,works_count,cited_by_count,works_api_url,updated_date,created_date,source,fetched_at
T11901,https://openalex.org/T11901,Bayesian Methods and Mixture Models,"This cluster of papers focuses on the application of mixture models, particularly Gaussian finite mixture models and Dirichlet process mixture models, for model-based clustering, discriminant analysis, density estimation, and unsupervised learning. It explores various inference methods such as Bayesian inference, variational inference, and Markov Chain Monte Carlo for estimating parameters in mixture models. The cluster also delves into the challenges of identifiability, variable selection, and dealing with label switching in the context of mixture models.",Mixture Models; Clustering; Bayesian Inference; Dirichlet Process; Gaussian Mixture Models; Variational Inference; Markov Chain Monte Carlo; Finite Mixtures; Hidden Markov Models; Nonparametric Bayesian,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,57346,1065040,https://api.openalex.org/works?filter=topics.id:T11901,2026-06-19T03:01:20,2024-01-23T15:27:12,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13018,https://openalex.org/T13018,Seismology and Earthquake Studies,"This cluster of papers focuses on the application of machine learning and deep learning techniques to improve the accuracy and timeliness of earthquake early warning systems. It covers topics such as seismic signal classification, real-time seismology, convolutional neural networks for seismic phase picking, and the integration of citizen science in earthquake monitoring.",Machine Learning; Seismic Signals; Earthquake Detection; Early Warning; Convolutional Neural Network; Seismic Event Classification; Real-Time Seismology; Deep Learning Models; Seismic Phase Picking; Citizen Science,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,57282,273145,https://api.openalex.org/works?filter=topics.id:T13018,2026-06-19T03:01:20,2024-01-23T15:27:16,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11303,https://openalex.org/T11303,Bayesian Modeling and Causal Inference,"This cluster of papers focuses on the learning, inference, and applications of Bayesian networks and related probabilistic graphical models. It covers topics such as causal inference, graphical model structure learning, Markov logic networks, and the use of imprecise probabilities in modeling. The papers also discuss various algorithms for probabilistic learning and highlight the applications of Bayesian networks in diverse fields such as ecology, healthcare, and decision making under uncertainty.",Bayesian Networks; Causal Inference; Graphical Models; Probabilistic Learning; Markov Logic Networks; Inference Algorithms; Causal Discovery; Probabilistic Graphical Models; Structure Learning; Imprecise Probabilities,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,56413,1058421,https://api.openalex.org/works?filter=topics.id:T11303,2026-06-19T03:01:20,2024-01-23T15:27:10,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11276,https://openalex.org/T11276,Solar Radiation and Photovoltaics,"This cluster of papers focuses on the application of machine learning methods, particularly artificial neural networks, for forecasting solar radiation and photovoltaic power generation. It covers topics such as solar energy integration, grid-connected PV plant performance prediction, solar position algorithms, and GIS-based site selection for solar farms.",Solar Radiation; Forecasting; Machine Learning; Artificial Neural Networks; Renewable Energy; Photovoltaic Power; Solar Energy; Grid Integration; Weather Forecasts; GIS-based Site Selection,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,55724,631454,https://api.openalex.org/works?filter=topics.id:T11276,2026-06-19T03:01:20,2024-01-23T15:27:10,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T10906,https://openalex.org/T10906,AI-based Problem Solving and Planning,"This cluster of papers focuses on artificial intelligence planning and reasoning, covering topics such as planning systems, heuristic search, case-based reasoning, temporal planning, knowledge-based systems, robot control, model-based programming, probabilistic plan recognition, cognitive architecture, and autonomous systems.",Planning Systems; Heuristic Search; Case-Based Reasoning; Temporal Planning; Knowledge-Based Systems; Robot Control; Model-Based Programming; Probabilistic Plan Recognition; Cognitive Architecture; Autonomous Systems,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,54423,612117,https://api.openalex.org/works?filter=topics.id:T10906,2026-06-19T03:01:20,2024-01-23T15:27:08,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12026,https://openalex.org/T12026,Explainable Artificial Intelligence (XAI),"This cluster of papers focuses on Explainable Artificial Intelligence (XAI) and the development of interpretable models, visual explanations, and responsible machine learning interpretability. It explores concepts, challenges, and opportunities in XAI, including the use of gradient-based localization, understanding deep neural networks, feature importance, and addressing black box models. The papers also discuss the responsibility and ethical considerations in AI.",Interpretable Models; Machine Learning Interpretability; Visual Explanations; XAI Concepts; Model Interpretability; Gradient-Based Localization; Deep Neural Networks; Feature Importance; Black Box Models; Responsibility in AI,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,52726,446599,https://api.openalex.org/works?filter=topics.id:T12026,2026-06-19T03:01:20,2024-01-23T15:27:12,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11574,https://openalex.org/T11574,Artificial Intelligence in Games,"This cluster of papers focuses on the research and development of artificial intelligence techniques for games, including Monte Carlo Tree Search, procedural content generation, interactive storytelling, player modeling, real-time strategy games, computational creativity, behavior trees, general game playing, and level generation.",Monte Carlo Tree Search; Procedural Content Generation; Interactive Storytelling; Player Modeling; Real-Time Strategy Games; Computational Creativity; Behavior Trees; General Game Playing; Level Generation; Computer Go,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,52142,329232,https://api.openalex.org/works?filter=topics.id:T11574,2026-06-19T03:01:20,2024-01-23T15:27:11,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11307,https://openalex.org/T11307,Domain Adaptation and Few-Shot Learning,"This cluster of papers focuses on the advances in transfer learning and domain adaptation, including topics such as few-shot learning, unsupervised learning, representation learning, deep networks, meta-learning, visual recognition, semi-supervised learning, and clustering analysis.",Transfer Learning; Domain Adaptation; Few-Shot Learning; Unsupervised Learning; Representation Learning; Deep Networks; Meta-Learning; Visual Recognition; Semi-Supervised Learning; Clustering Analysis,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,47690,1009214,https://api.openalex.org/works?filter=topics.id:T11307,2026-06-19T03:01:20,2024-01-23T15:27:10,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T14064,https://openalex.org/T14064,Organizational and Employee Performance,"This cluster of papers focuses on the application of machine learning, IoT, and digital transformation in smart healthcare, with an emphasis on customer satisfaction, supply chain management, organizational performance, and social media marketing. The research covers topics such as predictive modeling for healthcare outcomes, impact of digital technologies on healthcare services, and leveraging data analytics for improving patient care.",Machine Learning; Smart Cities; Healthcare; IoT; Digital Transformation; Customer Satisfaction; Supply Chain Management; Organizational Performance; Social Media Marketing; Knowledge Management,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,47152,136589,https://api.openalex.org/works?filter=topics.id:T14064,2026-06-19T03:01:20,2024-01-23T15:27:21,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T10951,https://openalex.org/T10951,Cryptographic Implementations and Security,"This cluster of papers focuses on the cryptanalysis of block ciphers and hash functions, including topics such as side-channel attacks, differential cryptanalysis, security analysis of hardware implementations, lightweight ciphers, fault attacks, and authenticated encryption.",Cryptanalysis; Block Ciphers; Hash Functions; Side-Channel Attacks; Differential Cryptanalysis; Security Analysis; Hardware Implementations; Lightweight Ciphers; Fault Attacks; Authenticated Encryption,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,46498,531794,https://api.openalex.org/works?filter=topics.id:T10951,2026-06-19T03:01:20,2024-01-23T15:27:08,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12260,https://openalex.org/T12260,Educational Technology and Pedagogy,"This cluster of papers explores the application of artificial intelligence, machine learning, and deep learning in various aspects of education, including teaching evaluation, online education platforms, multimedia teaching, and physical education. It also delves into the intersection of artificial intelligence with technology such as Internet of Things, cloud computing, and data mining.",Artificial Intelligence; Teaching Evaluation; Online Education; Deep Learning; Multimedia Teaching; Internet of Things; Data Mining; Machine Learning; Physical Education; Cloud Computing,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,46317,35041,https://api.openalex.org/works?filter=topics.id:T12260,2026-06-19T03:01:20,2024-01-23T15:27:13,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13083,https://openalex.org/T13083,Advanced Text Analysis Techniques,"This cluster of papers focuses on the automatic extraction of keywords from textual data using various techniques such as graph-based methods, unsupervised approaches, and neural networks. The research explores the application of linguistic knowledge and statistical information to improve the accuracy of keyword extraction from documents.",Automatic; Extraction; Textual Data; Keyword; Linguistic Knowledge; Graph-Based; Unsupervised Approach; Neural Networks; Statistical Information; Document,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,44826,475686,https://api.openalex.org/works?filter=topics.id:T13083,2026-06-19T03:01:20,2024-01-23T15:27:16,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12262,https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,"This cluster of papers focuses on the automated detection of hate speech, offensive language, and cyberbullying in social media platforms such as Twitter. It explores various techniques including machine learning, natural language processing, and deep learning to identify and categorize abusive content, with a specific emphasis on mitigating online harassment and promoting online safety.",Hate Speech; Detection; Social Media; Cyberbullying; Offensive Language; Machine Learning; Natural Language Processing; Online Harassment; Twitter; Deep Learning,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,44760,289634,https://api.openalex.org/works?filter=topics.id:T12262,2026-06-19T03:01:20,2024-01-23T15:27:13,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13702,https://openalex.org/T13702,Machine Learning in Healthcare,"This cluster of papers focuses on the application of deep learning techniques in healthcare, particularly in the analysis of electronic health records (EHR). The papers cover a wide range of topics including predictive modeling, patient similarity, disease risk prediction, medical concept embedding, and temporal data analysis. The goal is to leverage deep learning to improve healthcare decision-making and enable precision medicine.",Deep Learning; Healthcare; Electronic Health Records; Predictive Modeling; Patient Similarity; Clinical Event Prediction; Disease Risk Prediction; Medical Concept Embedding; Temporal Data Analysis; Precision Medicine,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,43609,330572,https://api.openalex.org/works?filter=topics.id:T13702,2026-06-19T03:01:20,2024-01-23T15:27:19,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11424,https://openalex.org/T11424,Security and Verification in Computing,"This cluster of papers focuses on language-based information flow security, addressing topics such as enforceable security policies, control-flow integrity, side-channel attacks, dynamic taint analysis, and trusted execution environments. It also explores techniques for memory protection, virtualization, software diversity, and hardware security.",Security Policies; Side-Channel Attacks; Control-Flow Integrity; Memory Protection; Virtualization; Cache Attacks; Dynamic Taint Analysis; Trusted Execution Environment; Software Diversity; Hardware Security,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,42551,457361,https://api.openalex.org/works?filter=topics.id:T11424,2026-06-19T03:01:20,2024-01-23T15:27:10,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12535,https://openalex.org/T12535,Machine Learning and Data Classification,"This cluster of papers focuses on the challenges and techniques for learning with noisy labels in machine learning, including methods for hyperparameter optimization, instance selection, robust learning, and automated machine learning. It also explores the use of meta-learning and deep neural networks in handling noisy label problems, particularly in the context of classification tasks and learning from positive and unlabeled data.",Noisy Labels; Hyperparameter Optimization; Instance Selection; Robust Learning; Automated Machine Learning; Meta-Learning; Deep Neural Networks; Classification; Positive and Unlabeled Data; Loss Correction,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,40897,699779,https://api.openalex.org/works?filter=topics.id:T12535,2026-06-19T03:01:20,2024-01-23T15:27:14,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11598,https://openalex.org/T11598,Internet Traffic Analysis and Secure E-voting,"This cluster of papers focuses on the application of machine learning and deep learning techniques for the classification and analysis of internet traffic, including encrypted traffic, network behavior, and IoT device identification. It also covers topics related to anonymity, traffic analysis, and electronic voting.",Machine Learning; Internet Traffic; Classification; Deep Learning; Encrypted Traffic; Network; Anonymity; IoT Devices; Traffic Analysis; E-Voting,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,39899,371959,https://api.openalex.org/works?filter=topics.id:T11598,2026-06-19T03:01:20,2024-01-23T15:27:11,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12805,https://openalex.org/T12805,Cognitive Science and Mapping,"This cluster of papers focuses on the application of Fuzzy Cognitive Maps (FCMs) in modeling complex systems, decision support, and knowledge representation. It explores various learning algorithms for FCMs, their use in scenario development for social-ecological systems, prediction in healthcare decision making, and their role in multi-criteria analysis.",Fuzzy Cognitive Maps; Modeling; Decision Support; Knowledge Representation; Learning Algorithms; Scenario Development; Social-Ecological Systems; Prediction; Healthcare Decision Making; Multi-Criteria Analysis,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,38863,737790,https://api.openalex.org/works?filter=topics.id:T12805,2026-06-19T03:01:20,2024-01-23T15:27:15,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T14381,https://openalex.org/T14381,"Psychiatry, Mental Health, Neuroscience","This cluster of papers explores the intersection of neuroscience, symbolic information processing, and automation in robotics. It delves into topics such as neuro-symbolic networks, cognitive architecture, artificial general intelligence, perception, decision making, psychoanalytic models, and emotions in the context of building automation and robotics.",Neuro-Symbolic Networks; Automation; Robotics; Cognitive Architecture; Artificial General Intelligence; Perception; Decision Making; Psychoanalytic Models; Emotions; Building Automation,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,38832,18856,https://api.openalex.org/works?filter=topics.id:T14381,2026-06-19T03:01:20,2024-01-23T15:27:22,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T10637,https://openalex.org/T10637,Advanced Clustering Algorithms Research,"This cluster of papers encompasses advancements in data clustering techniques and algorithms, covering topics such as K-means, cluster validation, high-dimensional data clustering, density-based clustering, semi-supervised clustering, document clustering, fuzzy clustering, evolutionary algorithms for clustering, and stream data clustering.",Clustering Algorithms; K-means; Cluster Validation; High-dimensional Data; Density-based Clustering; Semi-supervised Clustering; Document Clustering; Fuzzy Clustering; Evolutionary Algorithms; Stream Data Clustering,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,38377,655421,https://api.openalex.org/works?filter=topics.id:T10637,2026-06-19T03:01:20,2024-01-23T15:27:07,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11652,https://openalex.org/T11652,Imbalanced Data Classification Techniques,"This cluster of papers focuses on the challenges and techniques for handling imbalanced data in classification problems. It covers methods such as SMOTE, ROC analysis, cost-sensitive learning, ensemble methods, and their applications in fraud detection. The cluster also discusses the use of precision-recall and boosting algorithms, as well as the effectiveness of random forest in addressing imbalanced datasets.",Imbalanced Data; Classification; SMOTE; ROC Analysis; Cost-Sensitive Learning; Ensemble Methods; Fraud Detection; Precision-Recall; Boosting; Random Forest,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,38111,591346,https://api.openalex.org/works?filter=topics.id:T11652,2026-06-19T03:01:20,2024-01-23T15:27:11,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12072,https://openalex.org/T12072,Machine Learning and Algorithms,"This cluster of papers revolves around the topic of active learning in machine learning research. It covers various aspects such as semi-supervised learning, deep learning, Gaussian processes, image classification, text categorization, batch mode active learning, statistical guarantees, and human-in-the-loop approaches.",Active Learning; Machine Learning; Semi-supervised Learning; Deep Learning; Gaussian Processes; Image Classification; Text Categorization; Batch Mode; Statistical Guarantees; Human-in-the-loop,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,36118,662701,https://api.openalex.org/works?filter=topics.id:T12072,2026-06-19T03:01:20,2024-01-23T15:27:12,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11550,https://openalex.org/T11550,Text and Document Classification Technologies,"This cluster of papers focuses on the application of machine learning algorithms for multi-label text classification, with an emphasis on techniques such as feature selection, Naive Bayes classifier, K-nearest Neighbor (KNN), hierarchical classification, and support vector machines (SVM). The research covers various aspects of document categorization and information retrieval in the context of text mining and natural language processing.",Multi-label Learning; Text Classification; Feature Selection; Naive Bayes Classifier; K-nearest Neighbor (KNN); Hierarchical Classification; Machine Learning Algorithms; Document Categorization; Support Vector Machines (SVM); Information Retrieval,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,36035,454084,https://api.openalex.org/works?filter=topics.id:T11550,2026-06-19T03:01:20,2024-01-23T15:27:11,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12611,https://openalex.org/T12611,Neural Networks and Reservoir Computing,"This cluster of papers focuses on the application of photonic reservoir computing for neural computation, machine learning, and information processing. It explores the use of semiconductor lasers, neuromorphic photonics, and optical neural networks, as well as the implementation of echo state networks and nonlinear dynamics in photonic systems.",Photonic Reservoir Computing; Neuromorphic Photonics; Optical Neural Networks; Machine Learning; Semiconductor Lasers; Echo State Networks; Nonlinear Dynamics; Optoelectronic Reservoir Computing; Diffractive Optical Neural Networks; Neural Network Training,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,35901,293255,https://api.openalex.org/works?filter=topics.id:T12611,2026-06-19T03:01:20,2024-01-23T15:27:15,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13851,https://openalex.org/T13851,"Law, AI, and Intellectual Property","This cluster of papers explores the intersection of cyberbiosecurity, artificial intelligence, and legal implications, focusing on regulatory challenges, ethical issues, and innovation policy. It discusses the emerging discipline of cyberbiosecurity to safeguard the bioeconomy, the impact of AI technology on patent law, and the digitalization of legal fields. The papers also address copyright protection for AI-generated works and the role of technology in biological disaster management.",Cyberbiosecurity; Artificial Intelligence; Legal Implications; Biological Engineering; Patent Law; Digitalization; Copyright; Regulatory Challenges; Ethical Issues; Innovation Policy,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,34165,61529,https://api.openalex.org/works?filter=topics.id:T13851,2026-06-19T03:01:20,2024-01-23T15:27:20,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T11612,https://openalex.org/T11612,Stochastic Gradient Optimization Techniques,"This cluster of papers focuses on the application of optimization methods in machine learning, particularly in the context of stochastic gradient descent, random projections, deep learning, convex optimization, matrix decompositions, and large-scale optimization. The papers explore various algorithms and techniques for improving the efficiency and effectiveness of machine learning models, with a specific emphasis on neural networks and generalization.",Stochastic Gradient Descent; Random Projections; Deep Learning; Convex Optimization; Matrix Decompositions; Approximation Algorithms; Large-Scale Optimization; Neural Networks; Coordinate Descent; Generalization,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,28477,355927,https://api.openalex.org/works?filter=topics.id:T11612,2026-06-19T03:01:20,2024-01-23T15:27:11,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13898,https://openalex.org/T13898,Diverse Interdisciplinary Research Studies,"This cluster of papers covers a wide range of topics related to cybernetics, information theory, risk management, identity security, statistical stability, logic and probabilistic models, artificial intelligence, digitalization, complex analysis, and the role of social institutions in the modern era.",Cybernetics; Information Theory; Risk Management; Identity Security; Statistical Stability; Logic and Probabilistic Models; Artificial Intelligence; Digitalization; Complex Analysis; Social Institutions,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,28368,19540,https://api.openalex.org/works?filter=topics.id:T13898,2026-06-19T03:01:20,2024-01-23T15:27:20,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12380,https://openalex.org/T12380,Authorship Attribution and Profiling,"This cluster of papers focuses on authorship attribution, stylometry, and user profiling in text, utilizing techniques such as text classification, machine learning, and forensic linguistics to analyze gender differences and language use in social media. The research aims to identify authors of anonymous texts, predict demographic attributes from online content, and study the linguistic uniqueness of individuals across different genres and languages.",Authorship Attribution; Stylometry; Text Classification; User Profiling; Gender Differences; Language Use; Social Media Analysis; Machine Learning; Forensic Linguistics; Author Identification,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,27553,128933,https://api.openalex.org/works?filter=topics.id:T12380,2026-06-19T03:01:20,2024-01-23T15:27:14,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T14351,https://openalex.org/T14351,Statistical and Computational Modeling,"This cluster of papers focuses on the application of inductive modeling techniques, particularly GMDH-type neural networks and interval models, in various scientific research domains. The papers cover topics such as environmental monitoring, modeling and prediction of complex processes, application of machine learning algorithms, and the use of self-organization techniques. The overarching theme revolves around the utilization of advanced computational methods for sustainable development and scientific analysis.",Inductive Modeling; GMDH-type Neural Networks; Interval Models; Environmental Monitoring; Artificial Bee Colony Algorithm; Machine Learning; Data Mining; Modeling and Prediction; Self-Organization Techniques; Sustainable Development,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,26879,169574,https://api.openalex.org/works?filter=topics.id:T14351,2026-06-19T03:01:20,2024-01-23T15:27:22,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12814,https://openalex.org/T12814,Gaussian Processes and Bayesian Inference,"This cluster of papers focuses on the application of Gaussian Processes in machine learning, covering topics such as variational inference, sparse regression, Bayesian inference, deep learning, and probabilistic models. It also explores the use of Gaussian Processes for nonparametric methods, time series modelling, and handling big data.",Gaussian Processes; Machine Learning; Variational Inference; Sparse Regression; Bayesian Inference; Deep Learning; Probabilistic Models; Nonparametric Methods; Time Series Modelling; Big Data,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,24324,371821,https://api.openalex.org/works?filter=topics.id:T12814,2026-06-19T03:01:20,2024-01-23T15:27:15,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13904,https://openalex.org/T13904,Artificial Intelligence Applications,"This cluster of papers covers a wide range of topics related to artificial intelligence, technology innovation, and their impact on various domains such as business, healthcare, education, and social governance. It includes discussions on neural networks, deep learning, machine learning, digital transformation, data mining, robotics, and the internet of things.",Artificial Intelligence; Neural Networks; Deep Learning; Machine Learning; Technology Innovation; Digital Transformation; Business Models; Data Mining; Internet of Things; Robotics,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,23332,38740,https://api.openalex.org/works?filter=topics.id:T13904,2026-06-19T03:01:20,2024-01-23T15:27:20,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12761,https://openalex.org/T12761,Data Stream Mining Techniques,"This cluster of papers focuses on the adaptation to concept drift in data streams, particularly in the context of ensemble learning, adaptive algorithms, and online learning. It addresses challenges such as change detection, class imbalance, and incremental learning in streaming data environments.",Concept Drift; Data Streams; Ensemble Learning; Adaptive Algorithms; Online Learning; Change Detection; Class Imbalance; Streaming Data; Incremental Learning; Ensemble Classifiers,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,20660,271067,https://api.openalex.org/works?filter=topics.id:T12761,2026-06-19T03:01:20,2024-01-23T15:27:15,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13629,https://openalex.org/T13629,Text Readability and Simplification,"This cluster of papers focuses on automatic text simplification and readability assessment using machine learning, statistical language models, neural networks, and natural language processing techniques. The research covers areas such as sentence simplification, lexical simplification, complex word identification, and semantic simplification to improve the accessibility and comprehension of written text.",Text Simplification; Readability Assessment; Machine Learning; Sentence Simplification; Statistical Language Models; Neural Networks; Lexical Simplification; Natural Language Processing; Complex Word Identification; Semantic Simplification,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,20568,137221,https://api.openalex.org/works?filter=topics.id:T13629,2026-06-19T03:01:20,2024-01-23T15:27:19,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12131,https://openalex.org/T12131,Wireless Signal Modulation Classification,"This cluster of papers focuses on the application of deep learning techniques for wireless signal classification, including modulation classification, channel estimation, RF fingerprinting, and spectrum monitoring in cognitive radios. The papers explore the opportunities and challenges of using deep learning in wireless communications and physical layer signal processing.",Deep Learning; Wireless Communications; Modulation Classification; Channel Estimation; RF Fingerprinting; Cognitive Radios; Automatic Recognition; Physical Layer; Massive MIMO; Spectrum Monitoring,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,19853,167487,https://api.openalex.org/works?filter=topics.id:T12131,2026-06-19T03:01:20,2024-01-23T15:27:13,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T13062,https://openalex.org/T13062,Cognitive Computing and Networks,"This cluster of papers explores the theoretical framework of cognitive informatics, computational intelligence, and related fields. It covers topics such as semantic link networks, neural informatics, denotational mathematics, brain-inspired systems, cognitive computing, semantic analysis, knowledge representation, and the impact on the cyber-physical society.",Cognitive Informatics; Semantic Link Network; Computational Intelligence; Neural Informatics; Denotational Mathematics; Brain-Inspired Systems; Cognitive Computing; Semantic Analysis; Knowledge Representation; Cyber-Physical Society,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,18834,127978,https://api.openalex.org/works?filter=topics.id:T13062,2026-06-19T03:01:20,2024-01-23T15:27:16,OpenAlex Topics API,2026-06-19T23:47:35+00:00
T12676,https://openalex.org/T12676,Machine Learning and ELM,"This cluster of papers focuses on the theory, applications, and advancements in Extreme Learning Machines (ELM), a machine learning framework based on feedforward neural networks with random hidden nodes. The papers cover topics such as incremental learning, classification, regression, ensemble methods, kernel-based models, and their applications in various domains.",Extreme Learning Machine; Feedforward Networks; Incremental Learning; Random Hidden Nodes; Classification; Regression; Neural Networks; Online Sequential Learning; Ensemble Learning; Kernel Methods,https://openalex.org/domains/3,Physical Sciences,https://openalex.org/fields/17,Computer Science,https://openalex.org/subfields/1702,Artificial Intelligence,16960,265532,https://api.openalex.org/works?filter=topics.id:T12676,2026-06-19T03:01:20,2024-01-23T15:27:15,OpenAlex Topics API,2026-06-19T23:47:35+00:00
